Supplier ID,Stone Type,Shape,Carat Weight,Primary Color,Price per Carat,Stock #,Color System,Stone Image,Certificate Image,Additional Image,Dimensions,Availability,Origin,Description,Treatment Notes,Lab,Certificate ID
,SA,RD,1.76,BLU,650.00,XSR5620,,xsr5620.jpg,,,5.60|5.60|3.20,,,RD Sapphire Pair Gem 5.60,H,,srl5503
,SA,RD,0.88,BLU,375.00,SR08800,,sr08800.jpg,,,5.90|5.90|3.40,,,Sapphire. Round. Blue 5.9MM,H,,
,SA,RD,0.88,BLU,450.00,SR08801,,sr08801.jpg,,,5.80|5.80|3.20,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,RD,0.88,BLU,475.00,SR591055,,SR591055.jpg,,,5.90|5.90|3.20,,,Sapphire. Round. Blue 5.9MM,H,,
,SA,MQ,0.89,BLU,325.00,SM0890,,SM0890.jpg,,,8.20|4.20|3.10,,,MQ Sapphire Gem. 8.2-4.2,H,,sm0890
,SA,RD,0.89,BLU,800.00,SR0890,,SR0890.jpg,,,5.80|5.80|3.20,,,RD Sapphire Gem 5.80,H,,sr0890
,YS,RD,0.89,Yellow,275.00,YR0890,,,,,5.60|5.60|3.60,,,Y. Sapphire. Round. Yellow 5.6MM,E,,or0890
,SA,CU,0.89,BLU,285.00,SC08902,,sc08902.jpg,,,5.50|5.50,,,Sapphire. Cushion. Blue 5.5X5.5,H,,
,SA,RD,0.89,BLU,350.00,SR08900,,sr08900.jpg,,,5.60|5.60|3.40,,,Sapphire. Round. Blue 5.6MM,H,,
,RU,RD,0.89,RED,550.00,RR08902,,RR08902.jpg,,,5.30|5.30|3.80,,,Ruby. Round. Red 5.3MM,H,,
,SA,RD,0.89,BLU,650.00,SR186066,,sr186066.jpg,,,5.80|5.80|3.20,,,Sapphire. Round. Blue 5.8MM,H,,
,SA,TR,1.80,BLU,875.00,XST5602,,XST5602.jpg,,,5.60|5.60,,,TR Sapphire Pair Gem. 5.6,H,,xst5602
,SA,RD,0.90,BLU,650.00,SR0903,,sr0903.jpg,,,5.50|5.50|3.80,,,RD Sapphire Gem 5.5,H,,srl5503
,SA,RD,0.90,BLU,285.00,SR09001,,sr09001.jpg,,,5.50|5.50|3.60,,,Sapphire. Round. Blue 5.5MM,H,,
,SA,OV,0.90,BLU,475.00,SV09000,,sv09000.jpg,,,6.80|5.00,,,Sapphire. Oval. Blue 6.8X5.0,H,,
,SA,RD,0.90,BLU,600.00,SR09002,,sr09002.jpg,,,6.10|6.10|3.00,,,Sapphire. Round. Blue 6.1MM,H,,
,RU,PS,0.90,RED,1400.00,RP09000,,RP09000.jpg,,,7.50|5.30|3.00,,,Ruby. PS. Red 7.5X5.3,H,,
,SA,RD,0.90,BLU,525.00,SR09003,,sr09003.jpg,,,5.70|5.70|4.50,,,RD Sapphire Gem 5.7MM,H,,srl5056
,RU,RD,0.90,RED,1050.00,RR580455,,rr580455.jpg,,,5.80|5.80|3.30,,,Ruby. Round. Red 5.8MM,H,,
,SA,EC,0.91,BLU,385.00,SE0910,,SE0910.jpg,,,5.70|4.90|3.10,,,EC Sapphire Gem. 5.7-4.9,H,,se0910
,SA,RD,0.91,BLU,625.00,SR0986,,sr0986.jpg,,,5.70|5.70|3.30,,,RD Sapphire Gem 5.70,H,,srl5155
,SA,CU,0.91,BLU,300.00,SC09101,,sc09101.jpg,,,5.50|5.50,,,Sapphire. Cushion. Blue 5.5X5.5,H,,
,SA,PS,1.83,BLU,475.00,XSP7059,,XSP7059.jpg,,,7.00|5.00|3.50,,,Sapphire. PS. Blue 7X5,H,,xsp7059
,SA,RD,0.92,BLU,575.00,SR0921,,SR0921.jpg,,,5.70|5.70|3.40,,,RD Sapphire Gem 5.70,H,,sr0921
,RU,RD,0.92,RED,750.00,RR0920,,RR0920.jpg,,,5.50|5.50|3.80,,,RD Ruby Gem 5.50,H,,rrl5059
,YS,RAD,0.92,Yellow,275.00,YD09201,,yd09201.jpg,,,6.00|5.00|3.30,,,Sapphire. Radiant. Yellow 6.0X5.0MM,,,
,SA,RD,0.92,BLU,550.00,SR09201,,sr09201.jpg,,,5.60|5.60|3.70,,,RD Sapphire Gem 5.6MM,H,,srl5056
,PS,RD,0.92,PNK,475.00,PR09200,,,,,5.80|5.80|3.50,,,P. Sapphire. Round 5.8X3.5MM,H,,
,SA,RD,0.93,BLU,600.00,SR0930,,sr0930.jpg,,,5.20|5.20|4.00,,,RD Sapphire Gem 5.20,H,,sr0930
,RU,PS,1.85,RED,850.00,XRP1850,,XRP1850.jpg,,,6.50|4.90,,,PS Ruby Pair Gem 6.5X4.9,H,,rxl1002
,SA,CU,0.93,BLU,325.00,SC09301,,sc09301.jpg,,,5.50|5.50,,,Sapphire. Cushion. Blue 5.5X5.5,H,,
,PS,OV,0.93,PNK,450.00,PV09300,,pv09300.jpg,,,6.80|5.00|3.30,,,P. Sapphire. Oval. Pink 6.8X5.0,H,,
,SA,CU,0.93,BLU,1000.00,SC189255,,sc189255.jpg,,,6.10|5.20|3.20,,,Sapphire. Cushion. Blue 6.1X5.2MM,H,,
,SA,OV,0.93,BLU,350.00,SV09300,,sv09300.jpg,,,7.00|4.80|3.40,,,Sapphire. Oval. Blue 7.0X4.8MM,H,,
,SA,EC,0.94,BLU,385.00,SE0940,,SE0940.jpg,,,6.80|4.60|3.00,,,EC Sapphire Gem. 6.8-4.6,H,,se0940
,SA,RD,0.94,BLU,550.00,SR0945,,sr0945.jpg,,,5.50|5.50|3.80,,,RD Sapphire Gem 5.50,H,,srl6005
,SA,RD,0.94,BLU,525.00,SR09400,,sr09400.jpg,,,5.50|5.50|3.70,,,Sapphire. Round. Blue 5.5MM,H,,
,SA,EC,0.94,BLU,450.00,SE09400,,se09400.jpg,,,6.80|4.80|2.70,,,EC Sapphire Gem 6.8X4.8,H,,sel7501
,RU,RD,1.87,RED,800.00,XRR1870,,xrr1870.jpg,,,5.40|5.40|4.10,,,Ruby. Round. Red 5.4MM,H,,
,RU,RD,0.94,RED,875.00,RR630266,,rr630266.jpg,,,6.30|6.30|2.80,,,Ruby. Round. Red 6.3MM,H,,
,PS,OV,0.94,PNK,485.00,PV09400,,pv09400.jpg,,,6.70|5.00|3.20,,,P. Sapphire. Oval. Pink 6.7X5.0,H,,
,RU,RD,0.94,RED,950.00,RR570366,,rr570366.jpg,,,5.70|5.70|3.30,,,Ruby. Round. Red 5.7MM,H,,
,SA,HS,0.94,BLU,650.00,SH09400,,sh09400.jpg,,,5.50|5.60|3.80,,,Sapphire. Heart Shape. Blue 5.5X5.6,H,,
,RU,RD,0.95,RED,850.00,RR0950,,RR0950.jpg,,,5.70|5.70|3.40,,,RD Ruby Gem 5.7mm,H,,rr0950
,SA,RD,0.95,BLU,550.00,SR0953,,sr0953.jpg,,,5.80|5.80|3.60,,,RD Sapphire Gem,H,,sr0953
,RU,RD,1.90,RED,1400.00,XRR5804,,xrr5804.jpg,,,5.80|5.80|3.40,,,Ruby. Round. Red,H,,
,SA,RD,0.96,BLU,575.00,SR0961,,sr0961.jpg,,,6.10|6.10|3.30,,,RD Sapphire Gem 6.10,H,,sr0961
,SA,RD,0.96,BLU,950.00,SR0965,,sr0965.jpg,,,5.80|5.80|3.30,,,RD Sapphire Gem 5.80,H,,
,SA,RD,0.96,BLU,650.00,SR0966,,sr0966.jpg,,,5.60|5.60|3.80,,,RD Sapphire Gem 5.60,H,,srl5155
,SA,RD,0.96,BLU,685.00,SR09602,,sr09602.jpg,,,5.90|5.90|3.30,,,Sapphire. Round. Blue 5.9MM,H,,
,SA,RD,0.96,BLU,650.00,SR09601,,sr09601.jpg,,,5.80|5.80|3.40,,,Sapphire. Round. Blue 5.8MM,H,,
,EM,CU,0.96,GRN,2000.00,EC09600,,ec09600.jpg,,,6.40|6.20|4.10,,,Emerald. Cushion. Green 6.4X6.2,O,,
,SA,RD,0.96,BLU,650.00,SR562255,,sr562255.jpg,,,5.70|5.70|3.90,,,Sapphire. Round. Blue 5.7MM,H,,
,SA,SQ,0.96,BLU,900.00,SQ570055,,SQ570055.jpg,,,5.50|5.50|2.90,,,Sapphire. SQ. Blue 5.5MM,H,,
,SA,CU,0.96,BLU,1000.00,SC189266,,sc189266.jpg,,,6.20|5.20|3.30,,,Sapphire. Cushion. Blue 6.2X5.2MM,H,,
,SA,RD,0.96,BLU,650.00,SR09600,,sr09600.jpg,,,5.50|5.50|3.70,,,Sapphire. Round. Blue 5.5mm,H,,
,SA,PS,1.94,BLU,600.00,XSP6453,,XSP6453.jpg,,,6.40|5.30,,,PS Sapphire Pair Gem. 6.4-5.3,H,,xsp6453
,PS,RD,0.97,PNK,550.00,PR0970,,pr0970.jpg,,,5.80|5.80|3.40,,,RD P. Sapphire Gem 5.80,H,,pr0970
,SA,RD,1.93,BLU,900.00,XSR5821,,XSR5821.jpg,,,5.80|5.80,,,RD Sapphire Pair Gem 5.80x5.80,H,,xsr5821
,SA,RD,0.97,BLU,800.00,SR09700,,sr09700.jpg,,,5.60|5.60|3.80,,,Sapphire. Round. Blue 5.6mm,H,,
,SA,RD,1.94,BLU,550.00,XSR1940,,xsr1940.jpg,,,6.00|6.00|3.50,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,RD,0.97,BLU,650.00,SR186055,,sr186055.jpg,,,5.90|5.90|3.50,,,Sapphire. Round. Blue 5.9MM,H,,
,RU,OV,0.98,RED,675.00,RV09801,,rc0980.jpg,,,6.10|5.10|3.50,,, OV  Ruby Gem 6.10x5.10,H,,rc0980
,SA,RD,0.98,BLU,800.00,SR0985,,sr0985.jpg,,,5.90|5.90|3.50,,,RD Sapphire Gem 5.90,H,,
,PS,RD,0.98,PNK,485.00,PR09800,,pr09800.jpg,,,6.10|6.10|3.30,,,P. Sapphire. Round. Pink 6.1MM,E,,
,SA,CU,0.98,BLU,475.00,SC09800,,sc09800.jpg,,,5.70|5.70|3.40,,,Sapphire. Cushion. Blue 5.7X5.7,H,,
,PS,OV,1.96,PNK,475.00,XPV6950,,xpv6950.jpg,,,6.90|5.00|3.40,,,P. Sapphire. Oval. Pink 6.9X5.0,H,,
,SA,RD,0.99,BLU,750.00,SR0992,,SR0992.jpg,,,5.60|5.60|3.70,,,RD Sapphire Gem 5.60,H,,sr0992
,YS,RD,0.99,Yellow,350.00,YR09900,,,,,6.00|6.00|3.80,,,Y. Sapphire. Round. Yellow 6.0MM,,,or0990
,SA,RD,0.99,BLU,750.00,SR0995,,SR0995.jpg,,,5.70|5.70|3.90,,,RD Sapphire Gem 5.70,H,,srl6006
,SA,RD,0.99,BLU,550.00,SR0996,,sr0996.jpg,,,5.80|5.80|3.60,,,RD Sapphire Gem 5.80,H,,srl6005
,SA,CU,0.99,BLU,475.00,SC09901,,sc09901.jpg,,,6.00|6.00,,,Sapphire. Cushion. Blue 6X6,H,,
,SA,OV,0.99,BLU,250.00,SV09901,,sv09901.jpg,,,6.00|5.00,,,Sapphire. Oval. Blue 6.0X5.0,H,,
,RU,RD,0.99,RED,1000.00,RR570055,,rr570055.jpg,,,5.60|5.60|3.80,,,Ruby. Round. Red 5.6MM,H,,
,PS,OV,1.97,PNK,575.00,XPV7200,,xpv7200.jpg,,,7.20|5.20|2.70,,,P. Sapphire. Oval. Pink 7.2X5.2,H,,
,SA,RD,1.00,BLU,725.00,SR10000,,sr10000.jpg,,,5.60|5.60|3.80,,,RD Sapphire 5.6MM,H,,xsr5600
,RU,RD,1.00,RED,2000.00,RR601355,,rr601355.jpg,,,6.00|6.00|3.00,,,Ruby. Round. Red 6.0MM,H,,
,RU,OV,1.00,RED,525.00,RV10000,,RV10000.jpg,,,7.30|5.20|2.70,,,Ruby. Oval. Red 7.3X5.2,H,,
,RU,RD,1.00,RED,1100.00,RR10001,,rr10001.jpg,,,6.10|6.10|2.90,,,Ruby. Round. Red 6.1X6.1,H,,
,RU,RD,1.00,RED,1100.00,RR580466,,rr580466.jpg,,,5.80|5.80|3.60,,,Ruby. Round. Red 5.8MM,H,,
,SA,RD,1.00,BLU,1350.00,SR570766,,SR570766.jpg,,,5.70|5.70|4.00,,,Sapphire. Round. Blue 5.7MM,H,,
,EM,EC,2.02,GRN,550.00,XEE6261,,XEE6261.jpg,,,6.20|6.10,,,EC Emerald Pair Gem. 6.2-6.1,O,,xee6261
,RU,OV,2.02,RED,800.00,XRV5849,,XRV5849.jpg,,,5.80|4.90,,,OV Ruby Pair Gem. 5.8-4.9,H,,xrv5849
,RU,RD,1.01,RED,900.00,RR10101,,rr10101.jpg,,,6.10|6.10,,,Ruby. Round. Red 6.1MM,H,,
,RU,RD,2.03,RED,1400.00,XRR5700,,XRR5700.jpg,,,5.70|5.70,,,RD Ruby Pair Gem. 5.7,H,,xrr5700
,RU,TR,2.04,RED,1400.00,XRT5900,,XRT5900.jpg,,,5.90|5.90,,,TR Ruby Pair Gem. 5.9,H,,xrt5900
,RU,OV,1.02,RED,2000.00,RV1021,,rv1021.jpg,,,7.00|5.20|3.20,,,OV Ruby Gem 7.00x5.20,H,,rv1012
,RU,PS,1.02,RED,1200.00,RP1020,,RP1020.jpg,,,7.00|4.80|3.60,,,PS Ruby Gem 7.00x4.80,H,,rp1020
,SA,CU,2.03,BLU,475.00,XSC5800,,XSC5800.jpg,,,5.80|5.80,,,CC Sapphire Pair Gem 5.80x5.80,H,,xsc5800
,YS,RD,1.02,Yellow,250.00,YR10210,,,,,6.00|6.00|3.80,,,Y. Sapphire. Round. Yellow 6.0MM,,,or1021
,RU,OV,30.49,RED,850.00,RVL75000,,,,,,,,Ruby. Oval. Red,H,,
,SA,EC,1.03,BLU,385.00,SE1030,,se1030.jpg,,,6.00|4.80|3.30,,,EC Sapphire Gem. 6.0-4.8,H,,se1030
,YS,CU,2.06,Yellow,350.00,XYC6002,,XYC6002.jpg,,,6.00|6.00,,,CC Y.Sapphire Pair 6.0mm,,,xyc6002
,SA,CU,1.03,BLU,750.00,SC1030,,SC1030.jpg,,,5.40|5.30|3.80,,,CC Sapphire Gem 5.40x5.30,H,,
,SA,CU,1.03,BLU,850.00,SC10300,,sc10300.jpg,,,6.40|5.30,,,Sapphire. Cushion. Blue 6.4X5.3,H,,
,PS,RD,1.03,PNK,375.00,PR10302,,,,,5.50|5.50|3.70,,,P. Sapphire. Round. Pink 5.5MM,,,
,SA,OV,1.03,BLU,475.00,SV10300,,sv10300.jpg,,,6.60|4.70|3.70,,,Sapphire. Oval. Blue 6.6X4.7MM,H,,
,RU,OV,1.03,RED,750.00,RV10300,,rv10300.jpg,,,7.20|5.20|2.90,,,Ruby. Oval. Red 7.2X5.2,H,,
,SA,RD,1.03,BLU,925.00,SR560166,,sr560166.jpg,,,5.60|5.60|3.80,,,Sapphire. Round. Blue 5.6MM,H,,
,SA,RD,1.03,BLU,1100.00,SR10300,,sr10300.jpg,,,5.90|5.90|3.60,,,Sapphire. Round. Blue,H,,
,SA,RD,1.03,BLU,925.00,SR10301,,sr10301.jpg,,,5.70|5.70|3.80,,,Sapphire. Round. 5.6,H,,
,RU,TR,2.08,RED,1400.00,XRT5700,,XRT5700.jpg,,,5.70|5.70,,,TR Ruby Pair Gem. 5.7,H,,xrt5700
,RU,PS,1.04,RED,585.00,RP1040,,rp1040.jpg,,,6.70|5.10|3.50,,,PS Ruby Gem 6.7x5.1,H,,rxl1002
,RU,RD,2.08,RED,650.00,XRR5608,,XRR5608.jpg,,,5.60,,,RD Ruby Pair Gem 5.60,H,,rrl5059
,RU,RD,1.04,RED,1100.00,RR570066,,rr570066.jpg,,,5.60|5.60|3.90,,,Ruby. Round. Red 5.6MM,H,,
,SA,OV,1.04,BLU,350.00,SV10401,,sv10401.jpg,,,6.80|5.00|3.50,,,Sapphire. Oval. Blue 6.8X5.0,H,,
,PS,CU,1.04,PNK,575.00,PC10400,,,,,5.90|5.80|3.40,,,P. Sapphire. Cushion. Pink5.9X5.8,H,,
,RU,CU,2.10,RED,2650.00,XRC5800,,XRC5800.jpg,,,5.80|5.80|3.80,,,CC Ruby Pair Gem. 5.8,H,,xrc5800
,RU,OV,1.05,RED,850.00,RV10500,,RV10500.jpg,,,7.00|5.40|3.40,,,OV Ruby Gem 7.00x5.40,H,,rv1210
,SA,PS,1.05,BLU,900.00,SP1050,,sp1050.jpg,,,7.90|5.90|3.10,,,PS Sapphire. Gem,H,,sp1050
,EM,RD,2.10,GRN,700.00,XER210SH,,XER210SH.jpg,,,6.40|6.40|4.50,,,Emerald. Round. Green 6.4MM,O,,
,RU,RD,1.05,RED,950.00,RR10500,,,,,5.90|5.90|3.40,,,Ruby. Round. Red 5.9mm,H,,
,PS,CU,1.05,PNK,650.00,PC10500,,,,,5.70|5.60|3.60,,,P. Sapphire. Cushion. Pink 5.7X5.6,H,,
,SA,TR,2.12,BLU,800.00,XST6007,,XST6007.jpg,,,6.00|6.00,,,TR Sapphire Pair Gem. 6.0,H,,xst6007
,RU,OV,1.06,RED,850.00,RV1061,,RV1061.jpg,,,6.40|5.40|3.40,,,OV Ruby Gem 6.40x5.40,H,,rv1061
,SA,CU,1.06,BLU,800.00,SC10600,,sc10600.jpg,,,6.80|5.90|3.10,,,Sapphire. Cushion. Blue 6.8X5.9,H,,
,SA,RD,1.06,BLU,475.00,SR600766,,sr600766.jpg,,,6.00|6.00|3.50,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,RD,1.06,BLU,750.00,SR562266,,sr562266.jpg,,,5.70|5.70|4.30,,,Sapphire. Round. Blue 5.7MM,H,,
,SA,RD,2.11,BLU,1350.00,XSR5707,,xsr5707.jpg,,,5.70|5.70|3.90,,,Sapphire. Round. Blue 5.7,H,,
,SA,RD,2.14,BLU,750.00,XSR5601,,XSR5601.jpg,,,5.60|5.60,,,RD Sapphire Pair Gem. 5.6,H,,xsr5601
,SA,RD,2.13,BLU,525.00,XSR6007,,xsr6007.jpg,,,6.00|6.00,,,RD Sapphire Pair Gem. 6.0,H,,xsr6007
,PS,EC,1.07,PNK,450.00,PE1070,,PE1070.jpg,,,7.20|5.20|2.70,,,EC P.Sapphire Gem 7.20x5.20,H,,pe1070
,RU,PS,1.07,RED,585.00,RP1070,,rp1070.jpg,,,6.90|5.50|3.10,,,PS Ruby Gem 6.9x5.5,H,,rxl1002
,RU,OV,1.07,RED,1500.00,RV1072,,rv1072.jpg,,,7.00|5.20|2.90,,,OV Ruby Gem 7.0x5.2,H,,rxl7050
,EM,CU,1.07,GRN,900.00,EC10700,,ec10700.jpg,,,7.30|6.70|3.80,,,Emerald. EC. Green 7.3X6.7,O,,
,SA,RD,1.07,BLU,650.00,SR600755,,sr600755.jpg,,,6.00|6.00|3.60,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,RD,1.07,BLU,675.00,SR10700,,sr10700.jpg,,,6.10|6.10|3.40,,,Sapphire. Round. Blue 6.1MM,H,,
,SA,CU,1.07,Purple,525.00,PC10700,,,,,6.00|6.00|3.30,,,Sapphire. Cushion. Purple  6.0X6.0mm,H,,
,YS,RD,1.08,Yellow,350.00,YR1080,,,,,5.90|5.90|3.80,,,Y. Sapphire. Round. Yellow 5.9MM,,,or1080
,SA,OV,1.08,BLU,350.00,SV10800,,sv10800.jpg,,,7.00|5.10|3.30,,,Sapphire. Oval. Blue 7.0X5.1,H,,
,RU,OV,1.09,RED,1400.00,RV10900,,rv10900.jpg,,,7.10|5.20|3.20,,,Ruby. Oval. Red 7.1X5.2,H,,
,SA,RD,1.09,BLU,625.00,SR10900,,sr10900.jpg,,,6.00|6.00|3.80,,,Sapphire. Round. Blue 6.0MM,H,,
,RU,RD,2.19,RED,2300.00,XRR6013,,xrr6013.jpg,,,6.00|6.00,,,RD Ruby Pair Gem 6.00,H,,
,YS,CU,1.10,Yellow,325.00,YC11001,,yc11001.jpg,,,6.00|6.00|3.40,,,Sapphire. Cushion. Yellow 6.0X6.0,,,
,SA,OV,2.20,BLU,300.00,XSV2200,,XSV2200.jpg,,,7.00|5.30|3.40,,,Sapphire. Oval. Blue 7.0X5.3MM,H,,
,SA,RD,1.10,BLU,550.00,SR11002,,sr11002.jpg,,,6.40|6.40|3.10,,,Sapphire. Round. Blue 6.4MM,H,,
,RU,RD,2.22,RED,975.00,XRR5503,,XRR5503.jpg,,,5.50|5.50,,,RD Ruby Pair Gem. 5.5-5.5,H,,xrr5503
,RU,RD,2.21,RED,1200.00,XRR6302,,XRR6302.jpg,,,6.30|6.30,,,RD Ruby Pair Gem. 6.3,H,,xrr6302
,RU,TR,2.22,RED,1200.00,XRT6300,,XRT6300.jpg,,,6.30|6.30,,,TR Ruby Pair Gem. 6.3,H,,xrt6300
,SA,OV,1.11,BLU,1000.00,SV1113,,SV1113.jpg,,,6.70|5.50|3.80,,,OV Sapphire Gem 6.70x5.50,H,,sv1113
,YS,RD,1.11,Yellow,350.00,YR1110,,,,,6.00|6.00|4.20,,,Y. Sapphire. Round. Yellow 6.0MM,,,or1110
,RU,OV,1.11,RED,650.00,RV11100,,rv11100.jpg,,,7.10|5.00|3.30,,,Ruby. Oval. Red 7.1X5.0,H,,
,YS,CU,1.11,Yellow,285.00,YC11101,,yc11101.jpg,,,5.60|5.60|3.90,,,Y. Sapphire. Cushion 5.6mm,H,,
,SA,RD,1.11,BLU,950.00,SR560155,,sr560155.jpg,,,5.70|5.70|4.10,,,Sapphire. Round. Blue 5.7MM,H,,
,SA,EC,1.11,BLU,1100.00,SE11100,,se11100.jpg,,,5.90|5.00|3.80,,,Sapphire. EC. Blue 5.9X5.0,H,,
,RU,OV,1.12,RED,785.00,RV1120,,rv1120.jpg,,,6.90|5.60|3.00,,,OV Ruby Gem 6.90x5.60,H,,rc1120
,SA,TR,1.12,BLU,750.00,ST1120,,st1120.jpg,,,6.30|6.30|3.90,,,TR Sapphire Gem 6.30,H,,stl5065
,RU,PS,1.12,RED,900.00,RP11201,,rp11201.jpg,,,6.90|5.70|3.60,,,Ruby. PS. Red 6.9X5.7,H,,
,SA,CU,1.12,BLU,950.00,SC11201,,sc11201.jpg,,,6.00|5.40|3.90,,,Sapphire. Cushion. 6.0X5.4,H,,
,SA,RD,1.12,BLU,1350.00,SR570755,,SR570755.jpg,,,5.70|5.70|4.30,,,Sapphire. Round. Blue 5.7MM,H,,
,LV,RD,1.12,LAV,600.00,LR11200,,lr11200.jpg,,,6.30|6.30|4.20,,,L.Sapphire. Round 6.3mm,H,,
,SA,RD,2.24,BLU,800.00,XSR22400,,xsr22400.jpg,,,5.90|5.90|4.10,,,Sapphire. Round. Blue 5.9MM,H,,
,SA,HS,2.25,BLU,500.00,XSH7462,,XSH7462.jpg,,,7.40|6.20,,,HS Sapphire Pair Gem. 7.4-6.2,H,,xsh7462
,SA,TR,2.26,BLU,800.00,XST5800,,XST5800.jpg,,,6.80|6.80,,,TR Sapphire Pair Gem. 6.8,H,,xst5800
,SA,RD,1.13,BLU,750.00,SR11301,,sr11301.jpg,,,5.60|5.60|4.20,,,Sapphire. Round. Blue 5.6MM,H,,
,SA,PS,2.25,BLU,650.00,XSP8060,,XSP8060.jpg,,,8.00|6.00|3.00,,,Sapphire. PS. Blue 8X6,H,,
,SA,CU,1.13,BLU,1000.00,SC11300,,sc11300.jpg,,,6.00|5.30|3.80,,,Sapphire. Cushion. 6.0,H,,
,SA,RD,1.13,BLU,800.00,SR11302,,sr11302.jpg,,,6.00|6.00|3.70,,,Sapphire. Round. Blue 6.0MM,H,,
,LV,OV,1.13,LAV,575.00,LV11300,,lv11300.jpg,,,7.10|5.10|3.60,,,L.Sapphire. Oval. 7.1x5.1mm,H,,
,EM,EC,1.13,GRN,4000.00,EE11300,,,,,6.70|5.80,,,Emerald. EC. Green 6.7x5.8,O,,
,SA,RD,1.14,BLU,850.00,SR5600,,sr5600.jpg,,,5.60|5.60|4.20,,,RD Sapphire  5.6MM,H,,xsr5600
,YS,CU,1.14,Yellow,375.00,YC11400,,yc11400.jpg,,,5.70|5.70|3.90,,,Y. Sapphire. Cushion. Yellow 5.7X5.7,,,
,SA,EC,1.14,BLU,250.00,SE11400,,se11400.jpg,,,6.90|5.10|3.40,,,EC Sapphire Gem 6.9X5.1,H,,sel7501
,SA,OV,1.14,BLU,675.00,SV11401,,sv11401.jpg,,,7.10|5.20|3.70,,,Sapphire. Oval. Blue 7.1X5.2MM,H,,
,OS,CU,2.28,Orange,550.00,XOC5800,,,,,5.80|5.80|3.90,,,O. Sapphire. Cushion. Orange 5.8MM,,,
,RU,RD,1.14,RED,2000.00,RR11400,,,,,5.70|5.70|3.80,,,Ruby. Round. Red 5.7,H,,
,PS,RD,1.14,Pink,650.00,PR1140,,pr1140.jpg,,,6.20|6.20|3.50,,,P. Sapphire. 6.2mm,H,,
,SA,RD,1.14,BLU,900.00,SR11400,,sr11400.jpg,,,6.10|6.10|3.80,,,Sapphire. Round. Blue 6.1MM,H,,
,YS,CU,1.15,Yellow,325.00,YC1150,,YC1150.jpg,,,6.00|6.00|3.60,,,CC Y.Sapphire Gem 6.00,,,yc1150
,SA,OV,1.15,BLU,575.00,SV11500,,sv11500.jpg,,,6.40|5.40|3.70,,,Sapphire. Oval. Blue 6.4X5.4,H,,
,SA,RD,1.15,BLU,675.00,SR11501,,sr11501.jpg,,,6.10|6.10|3.60,,,Sapphire. Round. Blue 6.1,H,,
,SA,OV,1.15,BLU,350.00,SV11501,,sv11501.jpg,,,7.20|5.20|3.30,,,Sapphire. Oval. Blue 7.2X5.2,H,,
,SA,RD,2.30,Blue,825.00,XSR23001,,xsr23001.jpg,,,6.00|6.00|4.60,,,Sapphire. Round. Blue 6.0MM,H,,
,SA,RD,1.16,BLU,350.00,SR11600,,sr11600.jpg,,,6.00|6.00|3.80,,,RD Sapphire Gem 6.0MM,H,,srl5062
,SA,RD,1.16,BLU,450.00,SR640266,,sr640266.jpg,,,6.40|6.40|3.50,,,Sapphire. Round. Blue 6.4MM,H,,
,SA,RD,1.16,BLU,750.00,SR11601,,sr11601.jpg,,,6.10|6.10|3.60,,,Sapphire. Round. Blue 6.1,H,,
,EM,TR,2.33,GRN,2000.00,XET7000,,XET7000.jpg,,,7.00|7.00,,,TR Emerald Pair Gem. 7.0,O,,xet7000
,YS,CU,1.17,Yellow,250.00,YC1170,,YC1170.jpg,,,6.50|5.40|3.70,,,CC Y. Sapphire Gem 6.5x5.4,E,,yc1170
,YS,RD,1.17,Yellow,250.00,YR11701,,,,,6.10|6.10|4.10,,,Y. Sapphire. Round. Yellow 6.1MM,,,or1170
,SA,PS,1.17,BLU,450.00,SP1171,,sp1171.jpg,,,7.80|5.90|3.30,,,PS Sapphire Gem 7.80x5.90,H,,
,SA,CU,2.34,BLU,1375.00,XSC7555,,,,,7.50|5.50|3.20,,,Sapphire. Cushion. Blue 7.5X5.5,H,,
,SA,RD,1.17,BLU,375.00,SR11701,,sr11701.jpg,,,6.20|6.20|3.70,,,Sapphire. Round. Blue 6.2MM,H,,
,RU,RD,1.17,RED,1750.00,RR11700,,RR11700.jpg,,,6.10|6.10|3.70,,,Ruby. Round. Red 6.1X6.1,H,,
,SA,CU,1.17,BLU,950.00,SC1170,,sc1170.jpg,,,6.20|5.70|3.90,,,Sapphire. 6.2x5.7mm,H,,
,RU,HS,2.35,RED,1200.00,XRH5963,,XRH5963.jpg,,,5.90|6.30,,,HS Ruby Pair Gem. 5.9-6.3,H,,xrh5963
,SA,TR,2.36,BLU,750.00,XST6901,,XST6901.jpg,,,6.90|6.90,,,TR Sapphire Pair Gem. 6.9,H,,xst6901
,RU,OV,1.18,RED,950.00,RV1181,,RV1181.jpg,,,7.30|5.90|2.80,,,OV Ruby Gem 7.30x5.90,H,,rv1181
,LV,CU,1.18,LAV,325.00,LC1181,,LC1181.jpg,,,6.50|6.50|3.00,,,CC L.Sapphire Gem 6.50,,,lc1181
